Order_ID,Date,Product,Category,Region,Channel,Sales_Rep,Quantity,Base_Price,Discount_Pct,Unit_Price,Revenue,COGS,Profit
ORD-11782,2024-03-19,Wireless Earbuds Z,Electronics,Central,Partner,Frank O.,4,149,15.0,126.65,506.6,327.8,178.8
ORD-11613,2024-03-19,Notebook Bundle,Stationery,North,Partner,Bob K.,1,24,10.0,21.6,21.6,13.2,8.4
ORD-11670,2024-03-20,Notebook Bundle,Stationery,North,Online,Grace N.,1,24,10.0,21.6,21.6,13.2,8.4
ORD-10692,2024-03-20,Smart Watch Ultra,Electronics,South,Retail,David L.,1,349,0.0,349.0,349.0,191.95,157.05
ORD-11928,2024-03-21,Desk Lamp LED,Furniture,West,Online,Eva R.,1,89,0.0,89.0,89.0,48.95,40.05
ORD-10172,2024-03-21,Ergonomic Mouse,Accessories,West,Retail,Bob K.,4,79,0.0,79.0,316.0,173.8,142.2
ORD-11715,2024-03-21,Smart Watch Ultra,Electronics,South,Online,Carol T.,2,349,0.0,349.0,698.0,383.9,314.1
ORD-10568,2024-03-21,Office Chair Pro,Furniture,North,Online,Eva R.,5,329,0.0,329.0,1645.0,904.75,740.25
ORD-10616,2024-03-21,Wireless Earbuds Z,Electronics,South,Online,Grace N.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-11030,2024-03-21,Planner 2025,Stationery,West,Retail,Henry P.,2,19,0.0,19.0,38.0,20.9,17.1
ORD-10584,2024-03-22,Smart Watch Ultra,Electronics,Central,Retail,Carol T.,2,349,5.0,331.55,663.1,383.9,279.2
ORD-10497,2024-03-22,Standing Desk,Furniture,West,Online,Grace N.,2,449,5.0,426.55,853.1,493.9,359.2
ORD-10248,2024-03-22,Webcam HD 1080p,Electronics,Central,Retail,David L.,3,99,5.0,94.05,282.15,163.35,118.8
ORD-10555,2024-03-22,Ergonomic Mouse,Accessories,East,Online,David L.,4,79,10.0,71.1,284.4,173.8,110.6
ORD-10518,2024-03-22,Wireless Earbuds Z,Electronics,Central,Online,Henry P.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-11966,2024-03-22,Webcam HD 1080p,Electronics,East,Partner,David L.,3,99,0.0,99.0,297.0,163.35,133.65
ORD-11385,2024-03-22,Ergonomic Mouse,Accessories,North,Retail,Bob K.,2,79,10.0,71.1,142.2,86.9,55.3
ORD-11879,2024-03-22,Desk Lamp LED,Furniture,West,Retail,Eva R.,2,89,15.0,75.65,151.3,97.9,53.4
ORD-10912,2024-03-23,Webcam HD 1080p,Electronics,West,Retail,Bob K.,1,99,5.0,94.05,94.05,54.45,39.6
ORD-10510,2024-03-23,Laptop Pro X1,Electronics,East,Online,Henry P.,1,1299,0.0,1299.0,1299.0,714.45,584.55
ORD-10963,2024-03-23,Cable Organizer Kit,Accessories,West,Partner,Grace N.,3,29,0.0,29.0,87.0,47.85,39.15
ORD-10860,2024-03-23,Notebook Bundle,Stationery,Central,Retail,Alice M.,5,24,5.0,22.8,114.0,66.0,48.0
ORD-11335,2024-03-23,Laptop Pro X1,Electronics,West,Retail,Henry P.,2,1299,10.0,1169.1,2338.2,1428.9,909.3
ORD-10743,2024-03-23,Notebook Bundle,Stationery,West,Retail,Carol T.,5,24,10.0,21.6,108.0,66.0,42.0
ORD-10452,2024-03-23,Planner 2025,Stationery,East,Partner,Bob K.,1,19,20.0,15.2,15.2,10.45,4.75
ORD-11574,2024-03-23,Cable Organizer Kit,Accessories,South,Online,David L.,4,29,0.0,29.0,116.0,63.8,52.2
ORD-11157,2024-03-23,Smart Watch Ultra,Electronics,North,Online,Eva R.,1,349,10.0,314.1,314.1,191.95,122.15
ORD-11191,2024-03-23,Laptop Pro X1,Electronics,West,Retail,Grace N.,1,1299,5.0,1234.05,1234.05,714.45,519.6
ORD-11111,2024-03-24,Wireless Earbuds Z,Electronics,Central,Partner,Henry P.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-10478,2024-03-24,Webcam HD 1080p,Electronics,South,Retail,Bob K.,1,99,0.0,99.0,99.0,54.45,44.55
ORD-10479,2024-03-24,Webcam HD 1080p,Electronics,West,Online,David L.,2,99,10.0,89.1,178.2,108.9,69.3
ORD-10987,2024-03-24,Notebook Bundle,Stationery,East,Partner,Henry P.,1,24,0.0,24.0,24.0,13.2,10.8
ORD-10049,2024-03-24,Portable SSD 1TB,Electronics,West,Partner,Alice M.,1,119,15.0,101.15,101.15,65.45,35.7
ORD-10985,2024-03-25,Mechanical Keyboard,Accessories,Central,Retail,Carol T.,2,129,15.0,109.65,219.3,141.9,77.4
ORD-11366,2024-03-25,Smart Watch Ultra,Electronics,Central,Online,Carol T.,5,349,5.0,331.55,1657.75,959.75,698.0
ORD-11036,2024-03-25,Ergonomic Mouse,Accessories,South,Online,Carol T.,4,79,0.0,79.0,316.0,173.8,142.2
ORD-10141,2024-03-25,USB-C Hub 7-in-1,Accessories,West,Online,Eva R.,2,59,0.0,59.0,118.0,64.9,53.1
ORD-11773,2024-03-25,Notebook Bundle,Stationery,Central,Online,Carol T.,2,24,20.0,19.2,38.4,26.4,12.0
ORD-11635,2024-03-26,Cable Organizer Kit,Accessories,Central,Partner,David L.,5,29,5.0,27.55,137.75,79.75,58.0
ORD-10731,2024-03-26,Ergonomic Mouse,Accessories,West,Online,Carol T.,1,79,5.0,75.05,75.05,43.45,31.6
ORD-11436,2024-03-26,Smart Watch Ultra,Electronics,Central,Online,Alice M.,2,349,5.0,331.55,663.1,383.9,279.2
ORD-10504,2024-03-27,Wireless Earbuds Z,Electronics,West,Retail,Grace N.,4,149,0.0,149.0,596.0,327.8,268.2
ORD-10577,2024-03-27,Laptop Pro X1,Electronics,South,Online,Grace N.,1,1299,0.0,1299.0,1299.0,714.45,584.55
ORD-11158,2024-03-27,Wireless Earbuds Z,Electronics,West,Retail,Carol T.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-11352,2024-03-27,Cable Organizer Kit,Accessories,North,Online,Frank O.,1,29,0.0,29.0,29.0,15.95,13.05
ORD-10922,2024-03-27,Wireless Earbuds Z,Electronics,Central,Online,Grace N.,1,149,10.0,134.1,134.1,81.95,52.15
ORD-11550,2024-03-27,USB-C Hub 7-in-1,Accessories,Central,Partner,Bob K.,4,59,10.0,53.1,212.4,129.8,82.6
ORD-10736,2024-03-28,Cable Organizer Kit,Accessories,East,Retail,Carol T.,1,29,0.0,29.0,29.0,15.95,13.05
ORD-10260,2024-03-28,Office Chair Pro,Furniture,West,Retail,Grace N.,1,329,10.0,296.1,296.1,180.95,115.15
ORD-11009,2024-03-28,Notebook Bundle,Stationery,East,Online,Henry P.,1,24,10.0,21.6,21.6,13.2,8.4
ORD-11797,2024-03-29,Webcam HD 1080p,Electronics,Central,Online,David L.,1,99,0.0,99.0,99.0,54.45,44.55
ORD-10481,2024-03-29,Desk Lamp LED,Furniture,North,Online,Eva R.,2,89,10.0,80.1,160.2,97.9,62.3
ORD-10463,2024-03-29,Cable Organizer Kit,Accessories,North,Online,David L.,1,29,5.0,27.55,27.55,15.95,11.6
ORD-11910,2024-03-29,Smart Watch Ultra,Electronics,Central,Online,Alice M.,1,349,0.0,349.0,349.0,191.95,157.05
ORD-10264,2024-03-29,"Monitor 27"" 4K",Electronics,East,Online,Eva R.,2,599,0.0,599.0,1198.0,658.9,539.1
ORD-10422,2024-03-30,Laptop Pro X1,Electronics,East,Online,David L.,1,1299,0.0,1299.0,1299.0,714.45,584.55
ORD-10878,2024-03-30,Webcam HD 1080p,Electronics,West,Retail,Carol T.,1,99,0.0,99.0,99.0,54.45,44.55
ORD-11656,2024-03-30,Wireless Earbuds Z,Electronics,North,Retail,Henry P.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-11955,2024-03-30,Laptop Pro X1,Electronics,North,Online,Eva R.,1,1299,10.0,1169.1,1169.1,714.45,454.65
ORD-10177,2024-03-30,Wireless Earbuds Z,Electronics,East,Online,Frank O.,1,149,15.0,126.65,126.65,81.95,44.7
ORD-11445,2024-03-30,USB-C Hub 7-in-1,Accessories,West,Partner,Grace N.,2,59,15.0,50.15,100.3,64.9,35.4
ORD-11308,2024-03-31,Smart Watch Ultra,Electronics,East,Retail,Eva R.,1,349,0.0,349.0,349.0,191.95,157.05
ORD-10274,2024-03-31,Cable Organizer Kit,Accessories,North,Retail,Henry P.,1,29,10.0,26.1,26.1,15.95,10.15
ORD-10930,2024-03-31,Desk Lamp LED,Furniture,Central,Online,Carol T.,1,89,0.0,89.0,89.0,48.95,40.05
ORD-11084,2024-03-31,Webcam HD 1080p,Electronics,West,Partner,Bob K.,1,99,15.0,84.15,84.15,54.45,29.7
ORD-10496,2024-03-31,Mechanical Keyboard,Accessories,North,Online,David L.,3,129,0.0,129.0,387.0,212.85,174.15
ORD-11309,2024-03-31,Webcam HD 1080p,Electronics,West,Online,Carol T.,1,99,0.0,99.0,99.0,54.45,44.55
ORD-11116,2024-04-01,Smart Watch Ultra,Electronics,North,Online,Bob K.,1,349,10.0,314.1,314.1,191.95,122.15
ORD-11319,2024-04-01,Ergonomic Mouse,Accessories,South,Online,Grace N.,1,79,10.0,71.1,71.1,43.45,27.65
ORD-10293,2024-04-01,Portable SSD 1TB,Electronics,South,Online,David L.,3,119,10.0,107.1,321.3,196.35,124.95
ORD-11600,2024-04-01,USB-C Hub 7-in-1,Accessories,North,Retail,Grace N.,1,59,10.0,53.1,53.1,32.45,20.65
ORD-11226,2024-04-01,Cable Organizer Kit,Accessories,West,Online,Carol T.,5,29,5.0,27.55,137.75,79.75,58.0
ORD-10490,2024-04-02,Mechanical Keyboard,Accessories,East,Retail,Carol T.,4,129,15.0,109.65,438.6,283.8,154.8
ORD-10686,2024-04-02,Office Chair Pro,Furniture,East,Retail,Henry P.,4,329,15.0,279.65,1118.6,723.8,394.8
ORD-11241,2024-04-02,Cable Organizer Kit,Accessories,West,Online,Henry P.,3,29,0.0,29.0,87.0,47.85,39.15
ORD-10976,2024-04-02,Ergonomic Mouse,Accessories,North,Online,Eva R.,1,79,5.0,75.05,75.05,43.45,31.6
ORD-11882,2024-04-03,"Monitor 27"" 4K",Electronics,North,Online,Frank O.,4,599,20.0,479.2,1916.8,1317.8,599.0
ORD-10597,2024-04-03,Notebook Bundle,Stationery,East,Online,Frank O.,4,24,5.0,22.8,91.2,52.8,38.4
ORD-10217,2024-04-03,Webcam HD 1080p,Electronics,North,Retail,Henry P.,1,99,0.0,99.0,99.0,54.45,44.55
ORD-11711,2024-04-03,"Monitor 27"" 4K",Electronics,South,Partner,Henry P.,1,599,0.0,599.0,599.0,329.45,269.55
ORD-11620,2024-04-03,Planner 2025,Stationery,North,Retail,Alice M.,3,19,10.0,17.1,51.3,31.35,19.95
ORD-11703,2024-04-03,Notebook Bundle,Stationery,West,Online,Henry P.,1,24,20.0,19.2,19.2,13.2,6.0
ORD-11849,2024-04-03,Office Chair Pro,Furniture,North,Retail,Grace N.,1,329,0.0,329.0,329.0,180.95,148.05
ORD-11713,2024-04-03,Smart Watch Ultra,Electronics,North,Online,Eva R.,2,349,0.0,349.0,698.0,383.9,314.1
ORD-10356,2024-04-04,Smart Watch Ultra,Electronics,West,Online,David L.,1,349,5.0,331.55,331.55,191.95,139.6
ORD-10967,2024-04-04,Notebook Bundle,Stationery,West,Online,Grace N.,1,24,0.0,24.0,24.0,13.2,10.8
ORD-10229,2024-04-05,Standing Desk,Furniture,South,Retail,Eva R.,3,449,10.0,404.1,1212.3,740.85,471.45
ORD-10332,2024-04-05,Notebook Bundle,Stationery,West,Online,Eva R.,3,24,10.0,21.6,64.8,39.6,25.2
ORD-10221,2024-04-05,Standing Desk,Furniture,East,Partner,Eva R.,3,449,10.0,404.1,1212.3,740.85,471.45
ORD-10551,2024-04-05,Portable SSD 1TB,Electronics,West,Online,Alice M.,1,119,5.0,113.05,113.05,65.45,47.6
ORD-11631,2024-04-05,Cable Organizer Kit,Accessories,South,Online,Carol T.,3,29,5.0,27.55,82.65,47.85,34.8
ORD-11271,2024-04-05,Ergonomic Mouse,Accessories,North,Online,David L.,1,79,5.0,75.05,75.05,43.45,31.6
ORD-11198,2024-04-05,Smart Watch Ultra,Electronics,West,Retail,David L.,1,349,15.0,296.65,296.65,191.95,104.7
ORD-10904,2024-04-06,Webcam HD 1080p,Electronics,East,Retail,Bob K.,1,99,15.0,84.15,84.15,54.45,29.7
ORD-10533,2024-04-06,Wireless Earbuds Z,Electronics,Central,Online,David L.,2,149,0.0,149.0,298.0,163.9,134.1
ORD-11971,2024-04-06,Planner 2025,Stationery,Central,Partner,Bob K.,1,19,15.0,16.15,16.15,10.45,5.7
ORD-11371,2024-04-06,Ergonomic Mouse,Accessories,East,Online,Grace N.,1,79,0.0,79.0,79.0,43.45,35.55
ORD-10829,2024-04-07,Smart Watch Ultra,Electronics,North,Retail,David L.,1,349,0.0,349.0,349.0,191.95,157.05
ORD-10684,2024-04-07,Smart Watch Ultra,Electronics,West,Retail,Carol T.,2,349,5.0,331.55,663.1,383.9,279.2
ORD-11622,2024-04-07,Planner 2025,Stationery,West,Online,Grace N.,2,19,0.0,19.0,38.0,20.9,17.1
ORD-11372,2024-04-07,Portable SSD 1TB,Electronics,East,Online,Frank O.,1,119,15.0,101.15,101.15,65.45,35.7
ORD-11973,2024-04-07,Laptop Pro X1,Electronics,North,Online,Carol T.,3,1299,10.0,1169.1,3507.3,2143.35,1363.95
ORD-11104,2024-04-08,Wireless Earbuds Z,Electronics,North,Retail,David L.,4,149,0.0,149.0,596.0,327.8,268.2
ORD-11922,2024-04-08,Planner 2025,Stationery,South,Online,Alice M.,1,19,0.0,19.0,19.0,10.45,8.55
ORD-11399,2024-04-08,USB-C Hub 7-in-1,Accessories,North,Retail,Eva R.,5,59,0.0,59.0,295.0,162.25,132.75
ORD-10277,2024-04-08,Webcam HD 1080p,Electronics,South,Retail,Eva R.,2,99,0.0,99.0,198.0,108.9,89.1
ORD-10672,2024-04-08,Laptop Pro X1,Electronics,South,Retail,Eva R.,4,1299,5.0,1234.05,4936.2,2857.8,2078.4
ORD-11048,2024-04-08,Webcam HD 1080p,Electronics,South,Online,Grace N.,3,99,0.0,99.0,297.0,163.35,133.65
ORD-11598,2024-04-08,USB-C Hub 7-in-1,Accessories,West,Partner,Eva R.,1,59,10.0,53.1,53.1,32.45,20.65
ORD-11155,2024-04-09,Ergonomic Mouse,Accessories,North,Online,Carol T.,1,79,10.0,71.1,71.1,43.45,27.65
ORD-10364,2024-04-09,Webcam HD 1080p,Electronics,Central,Online,Henry P.,1,99,5.0,94.05,94.05,54.45,39.6
ORD-11276,2024-04-11,Cable Organizer Kit,Accessories,Central,Partner,Bob K.,1,29,5.0,27.55,27.55,15.95,11.6
ORD-10063,2024-04-11,Smart Watch Ultra,Electronics,North,Partner,Bob K.,1,349,15.0,296.65,296.65,191.95,104.7
ORD-11115,2024-04-11,USB-C Hub 7-in-1,Accessories,North,Online,Carol T.,1,59,5.0,56.05,56.05,32.45,23.6
ORD-10972,2024-04-11,USB-C Hub 7-in-1,Accessories,Central,Online,Grace N.,2,59,0.0,59.0,118.0,64.9,53.1
ORD-11873,2024-04-11,Smart Watch Ultra,Electronics,South,Online,Carol T.,3,349,5.0,331.55,994.65,575.85,418.8
ORD-10772,2024-04-11,Planner 2025,Stationery,West,Online,Henry P.,2,19,0.0,19.0,38.0,20.9,17.1
ORD-11560,2024-04-11,Notebook Bundle,Stationery,North,Online,David L.,1,24,0.0,24.0,24.0,13.2,10.8
ORD-11493,2024-04-12,Mechanical Keyboard,Accessories,West,Online,Frank O.,4,129,10.0,116.1,464.4,283.8,180.6
ORD-10911,2024-04-12,Smart Watch Ultra,Electronics,South,Online,Eva R.,4,349,0.0,349.0,1396.0,767.8,628.2
ORD-11721,2024-04-12,Webcam HD 1080p,Electronics,West,Online,Eva R.,1,99,0.0,99.0,99.0,54.45,44.55
ORD-11465,2024-04-12,Wireless Earbuds Z,Electronics,North,Retail,Bob K.,2,149,0.0,149.0,298.0,163.9,134.1
ORD-11855,2024-04-12,Cable Organizer Kit,Accessories,North,Online,Eva R.,2,29,0.0,29.0,58.0,31.9,26.1
ORD-10218,2024-04-12,Cable Organizer Kit,Accessories,South,Online,Grace N.,5,29,5.0,27.55,137.75,79.75,58.0
ORD-10079,2024-04-12,Webcam HD 1080p,Electronics,West,Online,Henry P.,2,99,5.0,94.05,188.1,108.9,79.2
ORD-10820,2024-04-12,Notebook Bundle,Stationery,North,Online,Carol T.,2,24,5.0,22.8,45.6,26.4,19.2
ORD-11109,2024-04-12,Notebook Bundle,Stationery,North,Online,David L.,2,24,10.0,21.6,43.2,26.4,16.8
ORD-11738,2024-04-12,Planner 2025,Stationery,East,Online,Carol T.,1,19,0.0,19.0,19.0,10.45,8.55
ORD-10234,2024-04-12,Planner 2025,Stationery,South,Online,Frank O.,2,19,0.0,19.0,38.0,20.9,17.1
ORD-10439,2024-04-13,Webcam HD 1080p,Electronics,South,Online,Frank O.,1,99,0.0,99.0,99.0,54.45,44.55
ORD-10852,2024-04-13,Mechanical Keyboard,Accessories,North,Retail,Eva R.,1,129,15.0,109.65,109.65,70.95,38.7
ORD-10614,2024-04-13,Webcam HD 1080p,Electronics,Central,Online,David L.,1,99,5.0,94.05,94.05,54.45,39.6
ORD-11954,2024-04-14,Wireless Earbuds Z,Electronics,West,Partner,Alice M.,4,149,15.0,126.65,506.6,327.8,178.8
ORD-10043,2024-04-14,Notebook Bundle,Stationery,Central,Online,Eva R.,4,24,10.0,21.6,86.4,52.8,33.6
ORD-11593,2024-04-14,Webcam HD 1080p,Electronics,Central,Online,Eva R.,1,99,0.0,99.0,99.0,54.45,44.55
ORD-11485,2024-04-14,Laptop Pro X1,Electronics,North,Online,Grace N.,2,1299,15.0,1104.15,2208.3,1428.9,779.4
ORD-11179,2024-04-14,USB-C Hub 7-in-1,Accessories,North,Retail,Eva R.,1,59,0.0,59.0,59.0,32.45,26.55
ORD-11434,2024-04-14,Mechanical Keyboard,Accessories,South,Retail,Alice M.,1,129,5.0,122.55,122.55,70.95,51.6
ORD-11753,2024-04-14,Mechanical Keyboard,Accessories,West,Partner,Eva R.,2,129,0.0,129.0,258.0,141.9,116.1
ORD-11064,2024-04-15,USB-C Hub 7-in-1,Accessories,West,Partner,Henry P.,1,59,5.0,56.05,56.05,32.45,23.6
ORD-10454,2024-04-15,Portable SSD 1TB,Electronics,East,Retail,Eva R.,2,119,0.0,119.0,238.0,130.9,107.1
ORD-10371,2024-04-15,Webcam HD 1080p,Electronics,West,Retail,Eva R.,2,99,0.0,99.0,198.0,108.9,89.1
ORD-10586,2024-04-15,Standing Desk,Furniture,West,Online,Henry P.,4,449,0.0,449.0,1796.0,987.8,808.2
ORD-11145,2024-04-15,Wireless Earbuds Z,Electronics,North,Online,Henry P.,1,149,5.0,141.55,141.55,81.95,59.6
ORD-11842,2024-04-15,Desk Lamp LED,Furniture,West,Online,Grace N.,1,89,10.0,80.1,80.1,48.95,31.15
ORD-10741,2024-04-16,Laptop Pro X1,Electronics,North,Retail,Alice M.,1,1299,0.0,1299.0,1299.0,714.45,584.55
ORD-11423,2024-04-16,Webcam HD 1080p,Electronics,West,Online,Frank O.,3,99,0.0,99.0,297.0,163.35,133.65
ORD-11392,2024-04-16,Ergonomic Mouse,Accessories,East,Online,Bob K.,1,79,5.0,75.05,75.05,43.45,31.6
ORD-10153,2024-04-16,Desk Lamp LED,Furniture,West,Online,Carol T.,3,89,5.0,84.55,253.65,146.85,106.8
ORD-11669,2024-04-16,Planner 2025,Stationery,East,Online,Frank O.,1,19,5.0,18.05,18.05,10.45,7.6
ORD-11393,2024-04-17,Notebook Bundle,Stationery,South,Online,Henry P.,3,24,0.0,24.0,72.0,39.6,32.4
ORD-11134,2024-04-17,"Monitor 27"" 4K",Electronics,East,Retail,Henry P.,2,599,5.0,569.05,1138.1,658.9,479.2
ORD-10102,2024-04-18,USB-C Hub 7-in-1,Accessories,North,Online,Bob K.,1,59,5.0,56.05,56.05,32.45,23.6
ORD-10990,2024-04-18,Desk Lamp LED,Furniture,Central,Online,Carol T.,1,89,0.0,89.0,89.0,48.95,40.05
ORD-11341,2024-04-18,Desk Lamp LED,Furniture,West,Online,David L.,2,89,0.0,89.0,178.0,97.9,80.1
ORD-10176,2024-04-18,Planner 2025,Stationery,West,Online,Bob K.,1,19,10.0,17.1,17.1,10.45,6.65
ORD-10789,2024-04-18,Notebook Bundle,Stationery,East,Online,Grace N.,3,24,0.0,24.0,72.0,39.6,32.4
ORD-11645,2024-04-18,Mechanical Keyboard,Accessories,North,Online,Carol T.,1,129,0.0,129.0,129.0,70.95,58.05
ORD-11077,2024-04-18,Desk Lamp LED,Furniture,East,Online,Bob K.,1,89,0.0,89.0,89.0,48.95,40.05
ORD-11363,2024-04-19,Laptop Pro X1,Electronics,Central,Partner,Grace N.,1,1299,5.0,1234.05,1234.05,714.45,519.6
ORD-11841,2024-04-19,Wireless Earbuds Z,Electronics,Central,Partner,Frank O.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-11165,2024-04-19,Wireless Earbuds Z,Electronics,South,Online,Frank O.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-11995,2024-04-19,Smart Watch Ultra,Electronics,East,Online,Bob K.,1,349,5.0,331.55,331.55,191.95,139.6
ORD-10197,2024-04-19,Mechanical Keyboard,Accessories,West,Online,Carol T.,1,129,0.0,129.0,129.0,70.95,58.05
ORD-10230,2024-04-19,Portable SSD 1TB,Electronics,South,Partner,Henry P.,1,119,0.0,119.0,119.0,65.45,53.55
ORD-10061,2024-04-19,Standing Desk,Furniture,West,Partner,Carol T.,2,449,0.0,449.0,898.0,493.9,404.1
ORD-10957,2024-04-19,Portable SSD 1TB,Electronics,East,Online,Alice M.,1,119,0.0,119.0,119.0,65.45,53.55
ORD-11042,2024-04-19,Wireless Earbuds Z,Electronics,East,Online,Carol T.,1,149,15.0,126.65,126.65,81.95,44.7
ORD-11948,2024-04-20,Webcam HD 1080p,Electronics,Central,Online,Grace N.,2,99,5.0,94.05,188.1,108.9,79.2
ORD-11247,2024-04-20,Portable SSD 1TB,Electronics,West,Online,Frank O.,1,119,10.0,107.1,107.1,65.45,41.65
ORD-11347,2024-04-20,Webcam HD 1080p,Electronics,West,Retail,Carol T.,5,99,5.0,94.05,470.25,272.25,198.0
ORD-11152,2024-04-21,Cable Organizer Kit,Accessories,East,Retail,Bob K.,5,29,0.0,29.0,145.0,79.75,65.25
ORD-11621,2024-04-21,Notebook Bundle,Stationery,East,Partner,David L.,1,24,10.0,21.6,21.6,13.2,8.4
ORD-11520,2024-04-21,Ergonomic Mouse,Accessories,East,Online,Frank O.,5,79,5.0,75.05,375.25,217.25,158.0
ORD-10080,2024-04-21,"Monitor 27"" 4K",Electronics,South,Online,Bob K.,3,599,0.0,599.0,1797.0,988.35,808.65
ORD-11397,2024-04-21,Laptop Pro X1,Electronics,North,Online,Carol T.,1,1299,5.0,1234.05,1234.05,714.45,519.6
ORD-10859,2024-04-21,Wireless Earbuds Z,Electronics,South,Retail,Bob K.,1,149,10.0,134.1,134.1,81.95,52.15
ORD-10298,2024-04-21,Planner 2025,Stationery,West,Online,Eva R.,1,19,15.0,16.15,16.15,10.45,5.7
ORD-11564,2024-04-22,Wireless Earbuds Z,Electronics,Central,Retail,Eva R.,1,149,5.0,141.55,141.55,81.95,59.6
ORD-11166,2024-04-22,Wireless Earbuds Z,Electronics,West,Retail,Frank O.,1,149,15.0,126.65,126.65,81.95,44.7
ORD-11214,2024-04-22,Planner 2025,Stationery,West,Partner,Bob K.,2,19,15.0,16.15,32.3,20.9,11.4
ORD-10885,2024-04-22,"Monitor 27"" 4K",Electronics,North,Online,David L.,2,599,0.0,599.0,1198.0,658.9,539.1
ORD-11559,2024-04-22,Notebook Bundle,Stationery,South,Online,Carol T.,2,24,0.0,24.0,48.0,26.4,21.6
ORD-11222,2024-04-22,Standing Desk,Furniture,East,Retail,Carol T.,2,449,10.0,404.1,808.2,493.9,314.3
ORD-11581,2024-04-23,Portable SSD 1TB,Electronics,East,Online,David L.,1,119,20.0,95.2,95.2,65.45,29.75
ORD-11221,2024-04-23,Wireless Earbuds Z,Electronics,North,Partner,Frank O.,1,149,15.0,126.65,126.65,81.95,44.7
ORD-10971,2024-04-24,Laptop Pro X1,Electronics,North,Retail,David L.,4,1299,20.0,1039.2,4156.8,2857.8,1299.0
ORD-11112,2024-04-24,Notebook Bundle,Stationery,East,Online,Henry P.,2,24,20.0,19.2,38.4,26.4,12.0
ORD-11678,2024-04-24,Smart Watch Ultra,Electronics,West,Partner,Grace N.,4,349,0.0,349.0,1396.0,767.8,628.2
ORD-10894,2024-04-24,Laptop Pro X1,Electronics,North,Online,Henry P.,1,1299,10.0,1169.1,1169.1,714.45,454.65
ORD-10589,2024-04-24,Standing Desk,Furniture,South,Partner,Henry P.,3,449,15.0,381.65,1144.95,740.85,404.1
ORD-11675,2024-04-25,Cable Organizer Kit,Accessories,East,Online,Henry P.,1,29,15.0,24.65,24.65,15.95,8.7
ORD-10725,2024-04-25,Laptop Pro X1,Electronics,West,Online,Eva R.,5,1299,0.0,1299.0,6495.0,3572.25,2922.75
ORD-11095,2024-04-25,Portable SSD 1TB,Electronics,East,Online,David L.,1,119,0.0,119.0,119.0,65.45,53.55
ORD-10100,2024-04-25,Planner 2025,Stationery,South,Partner,Eva R.,3,19,20.0,15.2,45.6,31.35,14.25
ORD-11253,2024-04-25,USB-C Hub 7-in-1,Accessories,North,Partner,David L.,1,59,0.0,59.0,59.0,32.45,26.55
ORD-10052,2024-04-26,USB-C Hub 7-in-1,Accessories,West,Online,Eva R.,3,59,20.0,47.2,141.6,97.35,44.25
ORD-11316,2024-04-26,Ergonomic Mouse,Accessories,North,Retail,David L.,4,79,10.0,71.1,284.4,173.8,110.6
ORD-11090,2024-04-26,Cable Organizer Kit,Accessories,West,Online,Alice M.,5,29,10.0,26.1,130.5,79.75,50.75
ORD-11501,2024-04-26,Ergonomic Mouse,Accessories,West,Retail,Alice M.,5,79,0.0,79.0,395.0,217.25,177.75
ORD-11497,2024-04-26,Laptop Pro X1,Electronics,North,Retail,David L.,2,1299,15.0,1104.15,2208.3,1428.9,779.4
ORD-11844,2024-04-26,Ergonomic Mouse,Accessories,West,Online,Carol T.,2,79,5.0,75.05,150.1,86.9,63.2
ORD-11260,2024-04-27,Mechanical Keyboard,Accessories,Central,Partner,Grace N.,3,129,10.0,116.1,348.3,212.85,135.45
ORD-11919,2024-04-27,Planner 2025,Stationery,West,Retail,David L.,1,19,5.0,18.05,18.05,10.45,7.6
ORD-11748,2024-04-27,Portable SSD 1TB,Electronics,North,Retail,Grace N.,4,119,0.0,119.0,476.0,261.8,214.2
ORD-11479,2024-04-28,Wireless Earbuds Z,Electronics,North,Partner,Henry P.,1,149,0.0,149.0,149.0,81.95,67.05
ORD-11602,2024-04-28,Portable SSD 1TB,Electronics,North,Retail,Carol T.,1,119,5.0,113.05,113.05,65.45,47.6
ORD-10874,2024-04-28,Webcam HD 1080p,Electronics,East,Online,Frank O.,2,99,10.0,89.1,178.2,108.9,69.3
ORD-10201,2024-04-29,Office Chair Pro,Furniture,South,Retail,Henry P.,4,329,0.0,329.0,1316.0,723.8,592.2
ORD-10007,2024-04-29,Cable Organizer Kit,Accessories,South,Online,Frank O.,1,29,0.0,29.0,29.0,15.95,13.05
ORD-10705,2024-04-29,Smart Watch Ultra,Electronics,South,Retail,Bob K.,1,349,0.0,349.0,349.0,191.95,157.05
ORD-11562,2024-04-30,Notebook Bundle,Stationery,East,Retail,Carol T.,4,24,10.0,21.6,86.4,52.8,33.6
ORD-10036,2024-04-30,Ergonomic Mouse,Accessories,Central,Retail,Alice M.,2,79,5.0,75.05,150.1,86.9,63.2
